"","SYMBOL","ENTREZID","GENENAME"
"9456","FCHO1","23149","FCH domain only 1"
"9457","WDR38","401551","WD repeat domain 38"
"9458","WWC3","55841","WWC family member 3"
"9459","LINC00115","79854","long intergenic non-protein coding RNA 115"
"9460","DTX3L","151636","deltex E3 ubiquitin ligase 3L"
"9461","NDUFAF5","79133","NADH:ubiquinone oxidoreductase complex assembly factor 5"
"9462","ZSCAN1","284312","zinc finger and SCAN domain containing 1"
"9463","RFX2","5990","regulatory factor X2"
"9464","C12orf57","113246","chromosome 12 open reading frame 57"
"9465","DEPTOR","64798","DEP domain containing MTOR interacting protein"
"9466","ZDHHC4","55146","zinc finger DHHC-type containing 4"
"9467","MMAA","166785","metabolism of cobalamin associated A"
"9468","LOC100129175","100129175","uncharacterized LOC100129175"
"9469","CEP170","9859","centrosomal protein 170"
"9470","CSGALNACT1","55790","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"9471","RPL39L","116832","ribosomal protein L39 like"
"9472","DDAH1","23576","dimethylarginine dimethylaminohydrolase 1"
"9473","RARA-AS1","101929693","RARA antisense RNA 1"
"9474","FNIP1","96459","folliculin interacting protein 1"
"9475","ZNF559","84527","zinc finger protein 559"
"9476","LINC00284","121838","long intergenic non-protein coding RNA 284"
"9477","C2orf76","130355","chromosome 2 open reading frame 76"
"9478","SRRM2","23524","serine/arginine repetitive matrix 2"
"9479","PLAU","5328","plasminogen activator, urokinase"
"9480","TNFSF10","8743","TNF superfamily member 10"
"9481","TCEAL8","90843","transcription elongation factor A like 8"
"9482","SPDL1","54908","spindle apparatus coiled-coil protein 1"
"9483","ZBTB37","84614","zinc finger and BTB domain containing 37"
"9484","PDXDC2P","109731405","pyridoxal dependent decarboxylase domain containing 2, pseudogene"
"9485","CTXN1","404217","cortexin 1"
"9486","TST","7263","thiosulfate sulfurtransferase"
"9487","TRMU","55687","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase"
"9488","GLYCTK","132158","glycerate kinase"
"9489","ZNF79","7633","zinc finger protein 79"
"9490","TLE4","7091","TLE family member 4, transcriptional corepressor"
"9491","PRIMPOL","201973","primase and DNA directed polymerase"
"9492","ARHGAP18","93663","Rho GTPase activating protein 18"
"9493","SLC7A7","9056","solute carrier family 7 member 7"
"9494","ZNF418","147686","zinc finger protein 418"
"9495","ADAMTSL1","92949","ADAMTS like 1"
"9496","FKBP5","2289","FKBP prolyl isomerase 5"
"9497","UPRT","139596","uracil phosphoribosyltransferase homolog"
"9498","DDR1","780","discoidin domain receptor tyrosine kinase 1"
"9499","ZNF224","7767","zinc finger protein 224"
"9500","PTPN21","11099","protein tyrosine phosphatase non-receptor type 21"
"9501","SLC26A4","5172","solute carrier family 26 member 4"
"9502","NEK4","6787","NIMA related kinase 4"
"9503","APTR","100505854","Alu-mediated CDKN1A/p21 transcriptional regulator"
"9504","SLC2A6","11182","solute carrier family 2 member 6"
"9505","HLA-F","3134","major histocompatibility complex, class I, F"
"9506","NAP1L1","4673","nucleosome assembly protein 1 like 1"
"9507","DCLRE1B","64858","DNA cross-link repair 1B"
"9508","TRIM28","10155","tripartite motif containing 28"
"9509","SLED1","643036","proteoglycan 3, pro eosinophil major basic protein 2 pseudogene"
"9510","ANKRD13C","81573","ankyrin repeat domain 13C"
"9511","GYS2","2998","glycogen synthase 2"
"9512","SMG1","23049","SMG1 nonsense mediated mRNA decay associated PI3K related kinase"
"9513","FAM83D","81610","family with sequence similarity 83 member D"
"9514","ARID4A","5926","AT-rich interaction domain 4A"
"9515","ZFYVE21","79038","zinc finger FYVE-type containing 21"
"9516","RAP2C","57826","RAP2C, member of RAS oncogene family"
"9517","MIIP","60672","migration and invasion inhibitory protein"
"9518","ATP2A2","488","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"9519","ORC3","23595","origin recognition complex subunit 3"
"9520","PGRMC2","10424","progesterone receptor membrane component 2"
"9521","HTR7P1","93164","5-hydroxytryptamine receptor 7 pseudogene 1"
"9522","PPARGC1A","10891","PPARG coactivator 1 alpha"
"9523","TTBK2","146057","tau tubulin kinase 2"
"9524","MGLL","11343","monoglyceride lipase"
"9525","KCTD17","79734","potassium channel tetramerization domain containing 17"
"9526","ABCD4","5826","ATP binding cassette subfamily D member 4"
"9527","NR3C2","4306","nuclear receptor subfamily 3 group C member 2"
"9528","TNFSF11","8600","TNF superfamily member 11"
"9529","CCDC92","80212","coiled-coil domain containing 92"
"9530","PSMD1","5707","proteasome 26S subunit, non-ATPase 1"
"9531","RNPS1","10921","RNA binding protein with serine rich domain 1"
"9532","MAP7D2","256714","MAP7 domain containing 2"
"9533","MXD3","83463","MAX dimerization protein 3"
"9534","GRPEL1","80273","GrpE like 1, mitochondrial"
"9535","SLC35G2","80723","solute carrier family 35 member G2"
"9536","ZNF44","51710","zinc finger protein 44"
"9537","CAPZB","832","capping actin protein of muscle Z-line subunit beta"
"9538","LIMS2","55679","LIM zinc finger domain containing 2"
"9539","SYNCRIP","10492","synaptotagmin binding cytoplasmic RNA interacting protein"
"9540","INPP5E","56623","inositol polyphosphate-5-phosphatase E"
"9541","LINC00612","253128","long intergenic non-protein coding RNA 612"
"9542","SH3GLB2","56904","SH3 domain containing GRB2 like, endophilin B2"
"9543","LPGAT1","9926","lysophosphatidylglycerol acyltransferase 1"
"9544","UBL7-AS1","440288","UBL7 antisense RNA 1 (head to head)"
"9545","MECP2","4204","methyl-CpG binding protein 2"
"9546","PPP2CA","5515","protein phosphatase 2 catalytic subunit alpha"
"9547","B3GNT2","10678","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
"9548","CDH4","1002","cadherin 4"
"9549","SLC25A39","51629","solute carrier family 25 member 39"
"9550","LOC101926889","101926889","uncharacterized LOC101926889"
"9551","SEMA4D","10507","semaphorin 4D"
"9552","LAT2","7462","linker for activation of T cells family member 2"
"9553","HHIP-AS1","646576","HHIP antisense RNA 1"
"9554","AMIGO2","347902","adhesion molecule with Ig like domain 2"
"9555","SKAP2","8935","src kinase associated phosphoprotein 2"
"9556","ZFPM1","161882","zinc finger protein, FOG family member 1"
"9557","SUSD4","55061","sushi domain containing 4"
"9558","AR","367","androgen receptor"
"9559","CAPSL","133690","calcyphosine like"
"9560","RNVU1-19","101954277","RNA, variant U1 small nuclear 19"
"9561","URB2","9816","URB2 ribosome biogenesis homolog"
"9562","CCNC","892","cyclin C"
"9563","WDR43","23160","WD repeat domain 43"
"9564","PINK1-AS","100861548","PINK1 antisense RNA"
"9565","CPQ","10404","carboxypeptidase Q"
"9566","SRSF2","6427","serine and arginine rich splicing factor 2"
"9567","MUC12","10071","mucin 12, cell surface associated"
"9568","DNMT3A","1788","DNA methyltransferase 3 alpha"
"9569","PPT2","9374","palmitoyl-protein thioesterase 2"
"9570","RAD51","5888","RAD51 recombinase"
"9571","XPR1","9213","xenotropic and polytropic retrovirus receptor 1"
"9572","MOV10","4343","Mov10 RISC complex RNA helicase"
"9573","UNC79","57578","unc-79 homolog, NALCN channel complex subunit"
"9574","NTHL1","4913","nth like DNA glycosylase 1"
"9575","ZNHIT2","741","zinc finger HIT-type containing 2"
"9576","ASB13","79754","ankyrin repeat and SOCS box containing 13"
"9577","SSC5D","284297","scavenger receptor cysteine rich family member with 5 domains"
"9578","KIAA1755","85449","KIAA1755"
"9579","SLC35B2","347734","solute carrier family 35 member B2"
"9580","SOX21","11166","SRY-box 21"
"9581","GTDC1","79712","glycosyltransferase like domain containing 1"
"9582","HOOK3","84376","hook microtubule tethering protein 3"
"9583","RABAC1","10567","Rab acceptor 1"
"9584","RAB35","11021","RAB35, member RAS oncogene family"
"9585","NMT1","4836","N-myristoyltransferase 1"
"9586","LRRN4CL","221091","LRRN4 C-terminal like"
"9587","RRAS2","22800","RAS related 2"
"9588","C21orf91","54149","chromosome 21 open reading frame 91"
"9589","NTN1","9423","netrin 1"
"9590","ZNF697","90874","zinc finger protein 697"
"9591","PDZD11","51248","PDZ domain containing 11"
"9592","AGO4","192670","argonaute RISC component 4"
"9593","EPSTI1","94240","epithelial stromal interaction 1"
"9594","SMARCD2","6603","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"9595","RCBTB2","1102","RCC1 and BTB domain containing protein 2"
"9596","CHD1L","9557","chromodomain helicase DNA binding protein 1 like"
"9597","ABHD17A","81926","abhydrolase domain containing 17A"
"9598","SCARNA9","619383","small Cajal body-specific RNA 9"
"9599","PLA2G3","50487","phospholipase A2 group III"
"9600","TMED4","222068","transmembrane p24 trafficking protein 4"
"9601","MIR31HG","554202","MIR31 host gene"
"9602","PRKCQ","5588","protein kinase C theta"
"9603","SNORD28","9300","small nucleolar RNA, C/D box 28"
"9604","SNORD12C","26765","small nucleolar RNA, C/D box 12C"
"9605","CLDN9","9080","claudin 9"
"9606","OSGEPL1-AS1","101409258","OSGEPL1 antisense RNA 1"
"9607","BRAP","8315","BRCA1 associated protein"
"9608","FAM66B","100128890","family with sequence similarity 66 member B"
"9609","PSMC1","5700","proteasome 26S subunit, ATPase 1"
"9610","MIR92B","693235","microRNA 92b"
"9611","MRPS28","28957","mitochondrial ribosomal protein S28"
"9612","CEP44","80817","centrosomal protein 44"
"9613","APBB2","323","amyloid beta precursor protein binding family B member 2"
"9614","SCFD2","152579","sec1 family domain containing 2"
"9615","LMBRD1","55788","LMBR1 domain containing 1"
"9616","HIST1H2AE","3012","histone cluster 1 H2A family member e"
"9617","CBX7","23492","chromobox 7"
"9618","MAP3K14-AS1","100133991","MAP3K14 antisense RNA 1"
"9619","UPF3A","65110","UPF3A regulator of nonsense mediated mRNA decay"
"9620","SEC63","11231","SEC63 homolog, protein translocation regulator"
"9621","PQLC3","130814","PQ loop repeat containing 3"
"9622","TRAF4","9618","TNF receptor associated factor 4"
"9623","CLUL1","27098","clusterin like 1"
"9624","AGGF1","55109","angiogenic factor with G-patch and FHA domains 1"
"9625","SORL1","6653","sortilin related receptor 1"
"9626","IFITM10","402778","interferon induced transmembrane protein 10"
"9627","SEC23B","10483","SEC23 homolog B, coat complex II component"
"9628","TRPM4","54795","transient receptor potential cation channel subfamily M member 4"
"9629","SHC4","399694","SHC adaptor protein 4"
"9630","C11orf45","219833","chromosome 11 open reading frame 45"
"9631","TIAM1","7074","T cell lymphoma invasion and metastasis 1"
"9632","OXTR","5021","oxytocin receptor"
"9633","DCUN1D1","54165","defective in cullin neddylation 1 domain containing 1"
"9634","NEB","4703","nebulin"
"9635","F8A1","8263","coagulation factor VIII associated 1"
"9636","COMMD6","170622","COMM domain containing 6"
"9637","REEP3","221035","receptor accessory protein 3"
"9638","ZNF526","116115","zinc finger protein 526"
"9639","KLHL13","90293","kelch like family member 13"
"9640","KCNAB1","7881","potassium voltage-gated channel subfamily A member regulatory beta subunit 1"
"9641","PCDHAC1","56135","protocadherin alpha subfamily C, 1"
"9642","RPS25","6230","ribosomal protein S25"
"9643","PCBD1","5092","pterin-4 alpha-carbinolamine dehydratase 1"
"9644","SDC1","6382","syndecan 1"
"9645","C2orf15","150590","chromosome 2 open reading frame 15"
"9646","DNMT3B","1789","DNA methyltransferase 3 beta"
"9647","COPG2","26958","coatomer protein complex subunit gamma 2"
"9648","EWSR1","2130","EWS RNA binding protein 1"
"9649","ARMC9","80210","armadillo repeat containing 9"
"9650","KIFC1","3833","kinesin family member C1"
"9651","RAD54L2","23132","RAD54 like 2"
"9652","LY6G6C","80740","lymphocyte antigen 6 family member G6C"
"9653","SRPK1","6732","SRSF protein kinase 1"
"9654","PIK3R5","23533","phosphoinositide-3-kinase regulatory subunit 5"
"9655","SLC13A5","284111","solute carrier family 13 member 5"
"9656","MRPS18B","28973","mitochondrial ribosomal protein S18B"
"9657","JAK3","3718","Janus kinase 3"
"9658","CLTA","1211","clathrin light chain A"
"9659","ARAF","369","A-Raf proto-oncogene, serine/threonine kinase"
"9660","RAPGEFL1","51195","Rap guanine nucleotide exchange factor like 1"
"9661","PARP3","10039","poly(ADP-ribose) polymerase family member 3"
"9662","TSPO","706","translocator protein"
"9663","CADM2","253559","cell adhesion molecule 2"
"9664","NSL1","25936","NSL1 component of MIS12 kinetochore complex"
"9665","LINC00643","646113","long intergenic non-protein coding RNA 643"
"9666","BFAR","51283","bifunctional apoptosis regulator"
"9667","KIF11","3832","kinesin family member 11"
"9668","ERBB2","2064","erb-b2 receptor tyrosine kinase 2"
"9669","DNER","92737","delta/notch like EGF repeat containing"
"9670","LRRIQ1","84125","leucine rich repeats and IQ motif containing 1"
"9671","PILRB","29990","paired immunoglobin like type 2 receptor beta"
"9672","IGHMBP2","3508","immunoglobulin mu DNA binding protein 2"
"9673","RFX7","64864","regulatory factor X7"
"9674","METTL23","124512","methyltransferase like 23"
"9675","PARN","5073","poly(A)-specific ribonuclease"
"9676","GPX1","2876","glutathione peroxidase 1"
"9677","NFATC2","4773","nuclear factor of activated T cells 2"
"9678","ZNF331","55422","zinc finger protein 331"
"9679","MIR7161","102465694","microRNA 7161"
"9680","HMOX2","3163","heme oxygenase 2"
"9681","C1orf112","55732","chromosome 1 open reading frame 112"
"9682","SEC22B","9554","SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
"9683","GPSM3","63940","G protein signaling modulator 3"
"9684","HOXB1","3211","homeobox B1"
"9685","LOC100130899","100130899","uncharacterized LOC100130899"
"9686","TTC33","23548","tetratricopeptide repeat domain 33"
"9687","FCF1","51077","FCF1 rRNA-processing protein"
"9688","PCYOX1","51449","prenylcysteine oxidase 1"
"9689","VAMP8","8673","vesicle associated membrane protein 8"
"9690","PAK1IP1","55003","PAK1 interacting protein 1"
"9691","TRAPPC6B","122553","trafficking protein particle complex 6B"
"9692","LPCAT3","10162","lysophosphatidylcholine acyltransferase 3"
"9693","DSTN","11034","destrin, actin depolymerizing factor"
"9694","TUSC3","7991","tumor suppressor candidate 3"
"9695","XPNPEP1","7511","X-prolyl aminopeptidase 1"
"9696","PAMR1","25891","peptidase domain containing associated with muscle regeneration 1"
"9697","PHC1","1911","polyhomeotic homolog 1"
"9698","GNAI3","2773","G protein subunit alpha i3"
"9699","ZNF703","80139","zinc finger protein 703"
"9700","CEP41","95681","centrosomal protein 41"
"9701","SLC25A10","1468","solute carrier family 25 member 10"
"9702","ZBTB49","166793","zinc finger and BTB domain containing 49"
"9703","FAM216A","29902","family with sequence similarity 216 member A"
"9704","HMGA1","3159","high mobility group AT-hook 1"
"9705","PPA2","27068","pyrophosphatase (inorganic) 2"
"9706","SH3BGRL2","83699","SH3 domain binding glutamate rich protein like 2"
"9707","MCM3AP","8888","minichromosome maintenance complex component 3 associated protein"
"9708","ZNF767P","79970","zinc finger family member 767, pseudogene"
"9709","CCDC113","29070","coiled-coil domain containing 113"
"9710","TCF20","6942","transcription factor 20"
"9711","IGFBPL1","347252","insulin like growth factor binding protein like 1"
"9712","CHAC2","494143","ChaC cation transport regulator homolog 2"
"9713","GULP1","51454","GULP PTB domain containing engulfment adaptor 1"
"9714","MCM8","84515","minichromosome maintenance 8 homologous recombination repair factor"
"9715","REPS2","9185","RALBP1 associated Eps domain containing 2"
"9716","CMTM3","123920","CKLF like MARVEL transmembrane domain containing 3"
"9717","MSTO1","55154","misato mitochondrial distribution and morphology regulator 1"
"9718","SUOX","6821","sulfite oxidase"
"9719","CD38","952","CD38 molecule"
"9720","NANOS1","340719","nanos C2HC-type zinc finger 1"
"9721","CEP112","201134","centrosomal protein 112"
"9722","AFAP1L2","84632","actin filament associated protein 1 like 2"
"9723","DNAH1","25981","dynein axonemal heavy chain 1"
"9724","HCAR3","8843","hydroxycarboxylic acid receptor 3"
"9725","C2CD4D","100191040","C2 calcium dependent domain containing 4D"
"9726","LOC101927322","101927322","uncharacterized LOC101927322"
"9727","UBXN6","80700","UBX domain protein 6"
"9728","SCARNA21","677763","small Cajal body-specific RNA 21"
"9729","JMY","133746","junction mediating and regulatory protein, p53 cofactor"
"9730","FLJ31356","403150","uncharacterized protein FLJ31356"
"9731","BRI3BP","140707","BRI3 binding protein"
